student_id,age,gender,study_hours_per_day,part_time_job,attendance_percentage,sleep_hours,mental_health_rating,extracurricular_participation,previous_gpa,stress_level,dropout_risk,social_activity,screen_time,parental_support_level,motivation_level,exam_anxiety_score,exam_score,access_to_resources,health_status,extra_tuition
105953,22,2,2.9,0,83.7,5.6,7.0,0,3.16,5.8,0,2,8.9,9,6,9,78,,1,1
105954,20,2,4.69,1,48.1,5.5,4.2,1,3.28,2.7,0,2,11.3,3,5,10,83,,0,0
105955,21,1,7.33,1,90.7,6.4,8.7,1,4.0,1.2,0,4,10.0,3,4,10,91,,2,1
105956,26,0,3.0,1,75.2,8.8,3.2,0,3.7,5.9,0,5,8.5,10,2,10,87,,2,1
105957,21,1,4.3,0,54.5,7.9,5.1,1,2.96,5.0,0,1,9.7,8,4,10,71,,3,1
105958,20,2,5.4,0,73.5,6.0,6.9,0,3.39,8.9,1,5,11.8,8,1,10,84,,1,1
105959,25,0,3.7,1,94.6,5.1,8.0,1,2.27,8.7,0,0,8.2,2,5,10,55,,1,0
105960,23,0,1.2,1,77.1,9.2,10.0,0,4.0,2.3,0,2,6.2,4,7,8,100,,0,0
105961,16,0,5.4,1,98.0,4.0,6.3,0,3.11,2.7,0,1,13.3,10,9,6,82,,1,0
105962,26,1,5.0,0,66.0,4.6,3.7,1,3.28,7.2,0,5,11.3,8,3,10,85,,1,0
105963,20,1,1.7,1,58.7,8.1,6.7,1,3.84,5.6,0,4,8.6,7,8,7,96,,1,1
105964,17,1,6.4,0,62.6,7.3,5.2,0,4.0,5.2,0,1,12.7,10,8,7,98,,1,0
105965,26,0,2.5,1,80.0,6.1,9.4,0,3.64,2.9,0,3,8.9,9,4,10,91,,1,1
105966,25,2,8.04,0,40.8,7.6,6.5,1,4.0,3.8,0,0,14.2,4,9,6,100,,1,0
105967,26,0,3.12,0,63.0,7.9,9.0,0,3.33,3.6,0,2,8.4,6,6,9,80,,2,1
105968,28,2,6.4,1,81.4,5.5,6.8,0,4.0,3.8,0,2,12.2,4,1,10,100,,2,0
105969,27,0,3.97,0,43.1,6.4,7.2,0,2.96,6.1,0,4,7.2,3,1,10,67,,0,1
105970,19,0,5.9,0,44.4,7.0,2.6,0,4.0,5.1,0,5,13.6,3,1,10,97,,2,1
105971,22,2,3.1,1,59.3,5.7,5.8,1,2.8,3.3,0,5,6.9,4,1,10,80,,3,0
105972,24,2,2.8,0,72.3,6.1,8.5,1,2.92,7.6,0,2,10.1,9,7,8,75,,1,1
105973,19,1,6.9,0,58.5,6.2,8.0,0,3.7,3.1,0,3,12.9,8,10,5,90,,3,1
105974,16,1,3.6,1,58.5,4.9,6.1,1,2.62,6.3,0,5,10.3,8,4,10,68,,1,0
105975,21,0,4.98,0,56.0,5.4,4.9,1,3.39,2.9,0,4,11.4,5,7,8,82,,0,1
105976,26,2,1.6,1,87.9,6.6,9.6,1,3.17,2.9,0,2,9.7,1,6,9,86,,1,1
105977,23,2,4.6,1,42.2,7.2,8.6,0,4.0,2.4,0,0,10.0,7,5,10,96,,0,1
105978,27,1,6.8,1,46.7,5.9,7.2,0,3.6,8.9,0,1,9.8,3,4,10,87,,2,0
105979,20,2,3.7,0,43.0,7.9,8.4,0,4.0,1.0,0,5,6.9,2,6,9,100,,1,0
105980,22,0,4.1,1,64.8,6.0,3.8,0,2.81,5.8,0,5,10.9,7,5,10,68,,3,1
105981,20,0,3.6,0,58.8,8.7,8.4,1,4.0,5.4,0,0,9.3,10,7,8,100,,2,0
105982,23,2,4.4,1,85.2,7.0,7.5,0,2.63,4.2,0,4,10.6,4,4,10,57,,2,1
105983,28,1,4.57,1,70.8,7.5,5.0,0,3.04,9.1,0,2,8.5,3,5,10,72,,2,0
105984,19,1,5.2,0,80.6,8.6,9.2,1,4.0,6.6,0,4,13.5,2,8,7,98,,2,0
105985,20,0,4.5,0,90.0,9.7,7.6,1,3.85,4.0,0,4,10.5,3,7,8,94,,1,1
105986,28,0,4.2,1,42.3,9.3,8.6,1,4.0,4.0,0,2,7.6,5,10,5,100,,1,0
105987,21,2,2.2,0,44.9,7.3,7.6,1,2.47,5.6,0,0,10.3,4,3,10,62,,1,0
105988,19,2,4.4,0,77.5,6.4,8.3,1,4.0,4.7,0,0,8.5,8,10,5,100,,0,1
105989,24,0,2.03,1,87.1,8.5,6.8,1,3.01,6.3,0,5,8.7,10,7,8,78,,1,1
105990,16,0,9.3,0,50.5,5.0,8.8,0,4.0,4.3,0,3,12.7,7,5,10,100,,2,0
105991,22,1,3.8,0,69.4,8.1,4.6,0,4.0,4.9,0,0,9.5,8,10,5,99,,2,1
105992,25,2,3.2,0,75.9,10.2,9.6,0,3.32,3.4,0,3,6.4,8,4,10,86,,1,1
105993,28,1,3.0,1,63.6,8.3,2.9,1,3.32,8.0,0,2,10.3,10,7,8,83,,0,0
105994,16,2,5.6,1,56.9,6.7,10.0,1,4.0,1.0,0,5,13.7,10,8,7,100,,0,0
105995,23,2,5.5,0,56.8,8.8,7.9,0,3.81,5.5,0,5,8.3,1,8,7,93,,0,1
105996,17,1,6.2,0,62.7,6.9,9.6,0,3.14,5.0,0,1,14.8,4,6,9,80,,2,0
105997,18,1,3.7,0,83.4,4.7,3.4,0,2.53,9.7,0,4,7.4,3,5,10,63,,1,0
105998,20,1,2.3,0,67.1,8.0,5.3,0,2.81,8.5,0,5,7.6,8,4,10,62,,1,1
105999,24,1,2.9,0,81.7,6.2,8.4,0,3.49,6.6,0,1,7.3,8,8,7,89,,1,1
106000,22,1,7.8,0,99.7,7.1,4.6,0,3.11,6.4,0,2,12.4,4,4,10,78,,1,0
106001,17,2,5.4,0,99.8,4.0,4.0,1,3.39,8.2,0,0,11.6,5,5,10,88,,0,1
106002,20,0,4.4,0,50.0,7.2,6.5,0,3.45,5.5,0,1,10.6,9,2,10,87,,1,0
106003,27,0,3.3,1,77.9,12.0,4.8,0,4.0,5.1,0,4,10.7,4,8,7,97,,2,1
106004,22,2,7.8,0,86.7,6.7,7.2,0,4.0,2.9,0,4,16.6,7,8,7,98,,0,1
106005,20,0,1.88,0,61.8,6.7,3.7,0,3.03,1.4,0,1,6.7,3,4,10,76,,3,1
106006,17,0,6.9,0,63.0,7.2,7.6,1,4.0,6.7,0,5,11.3,9,7,8,100,,2,1
106007,27,1,4.69,0,58.4,9.7,7.1,0,3.87,6.4,0,5,10.1,7,2,10,99,,1,1
106008,24,1,0.4,1,40.9,6.9,10.0,1,4.0,4.8,0,1,8.4,3,9,6,99,,1,0
106009,23,0,0.4,0,84.8,6.4,9.8,1,3.5,4.4,0,4,2.6,5,10,5,77,,1,1
106010,19,1,5.2,1,46.8,8.8,10.0,0,4.0,1.9,0,4,8.8,5,4,10,100,,1,1
106011,26,0,5.11,0,59.5,9.1,4.7,1,2.64,4.3,0,3,9.5,5,3,10,74,,1,0
106012,24,0,1.9,0,97.6,8.7,8.0,0,4.0,3.6,0,3,5.7,6,3,10,94,,2,0
106013,18,0,0.5,1,44.1,5.4,3.4,1,2.97,5.7,0,5,5.6,3,6,9,74,,1,0
106014,23,0,6.5,1,42.6,6.5,7.9,0,3.45,4.8,0,4,13.1,2,8,7,81,,3,1
106015,20,1,6.1,1,80.9,5.7,4.9,1,3.82,2.8,0,5,10.2,7,6,9,100,,3,1
106016,25,2,8.2,0,77.5,7.8,7.5,0,4.0,1.0,0,5,14.4,6,6,9,92,,2,1
106017,25,0,5.7,0,75.2,6.0,5.0,0,4.0,5.8,0,1,11.0,3,7,8,92,,3,0
106018,18,0,5.1,0,98.8,7.6,6.5,0,2.94,6.3,0,4,13.3,3,2,10,71,,1,1
106019,22,0,0.6,0,43.7,6.0,7.3,0,3.99,3.7,0,3,7.5,8,4,10,97,,2,1
106020,25,2,3.4,1,96.5,7.6,5.5,1,2.73,4.9,0,2,11.3,8,3,10,71,,0,1
106021,16,1,6.09,1,96.6,6.2,2.5,1,3.79,7.9,0,2,11.1,1,8,7,97,,3,1
106022,23,2,7.4,1,49.1,5.7,7.7,0,4.0,3.7,0,5,13.7,2,4,10,90,,2,0
106023,21,0,5.6,0,68.4,7.7,6.9,0,3.38,5.9,0,3,9.4,6,4,10,77,,1,1
106024,16,2,3.1,0,87.4,8.4,6.0,1,3.5,4.7,0,4,6.7,4,6,9,85,,2,1
106025,19,0,0.0,0,89.5,6.5,6.0,0,2.76,5.4,0,2,2.7,7,10,5,65,,0,0
106026,27,1,7.0,0,51.4,8.7,9.0,0,4.0,2.5,0,1,11.1,7,9,6,92,,1,1
106027,25,2,6.2,0,73.5,6.8,7.9,0,4.0,5.7,0,2,13.9,9,7,8,94,,3,1
106028,21,2,2.6,0,79.6,7.9,5.8,0,2.92,4.5,0,1,7.5,8,5,10,77,,1,1
106029,21,0,2.0,0,44.7,7.2,7.0,1,3.1,6.4,0,2,9.8,2,4,10,77,,2,0
106030,23,2,3.2,1,91.1,7.1,6.3,0,4.0,5.1,0,4,7.4,9,1,10,100,,1,0
106031,21,1,5.7,0,67.9,5.8,7.9,1,4.0,2.0,0,4,11.5,9,2,10,93,,1,1
106032,28,0,6.1,1,47.5,6.2,8.6,0,3.51,7.3,0,0,10.8,3,6,9,82,,2,0
106033,22,2,3.6,1,46.0,7.4,8.3,1,3.58,5.9,0,5,11.1,4,8,7,91,,3,1
106034,25,1,3.0,0,61.1,7.6,5.7,1,3.18,6.2,0,4,8.7,8,1,10,79,,1,1
106035,27,1,3.5,1,72.8,5.5,4.2,1,4.0,5.5,0,0,9.1,4,3,10,100,,1,1
106036,24,0,3.0,1,76.8,7.0,4.4,0,4.0,1.3,0,1,6.4,5,4,10,97,,2,1
106037,26,1,3.5,0,85.0,8.8,4.9,1,4.0,5.1,0,3,8.6,5,5,10,95,,2,0
106038,20,2,2.3,0,59.4,7.2,5.1,0,4.0,3.3,0,4,7.4,2,10,5,100,,2,0
106039,28,0,6.17,1,82.9,5.3,7.9,1,3.87,3.7,0,0,12.9,7,4,10,91,,3,1
106040,16,0,8.2,1,72.0,8.7,7.2,0,4.0,1.6,0,0,16.6,10,2,10,100,,2,0
106041,17,1,3.5,0,88.3,4.3,3.9,0,2.98,4.9,0,2,11.6,1,1,10,82,,2,0
106042,28,0,3.4,1,93.4,7.8,6.5,1,3.26,5.1,0,5,9.5,10,1,10,80,,0,0
106043,25,0,5.2,1,66.3,6.9,8.9,1,4.0,2.9,0,2,14.3,8,1,10,99,,1,0
106044,16,2,5.1,0,62.7,8.2,10.0,0,3.09,5.0,0,2,14.2,10,4,10,77,,2,0
106045,27,2,6.6,1,58.0,7.7,6.1,0,3.21,9.1,1,5,10.9,6,1,10,89,,3,1
106046,24,1,2.4,1,94.2,11.9,8.4,1,3.7,6.5,0,5,7.7,4,3,10,90,,2,0
106047,17,1,3.0,1,77.5,9.3,5.0,0,3.68,5.1,0,3,8.4,10,8,7,96,,2,0
106048,22,0,3.84,1,44.6,5.8,4.3,1,3.67,4.7,0,5,10.8,4,7,8,89,,2,0
106049,18,1,0.9,1,84.3,7.1,6.3,1,3.41,3.4,0,4,7.0,5,3,10,88,,1,0
106050,19,2,0.0,0,52.7,9.8,7.3,1,3.35,6.3,0,4,8.7,7,10,5,91,,1,0
106051,27,0,1.2,0,61.0,8.1,5.2,1,3.39,7.9,0,5,7.9,5,10,5,83,,1,1
106052,25,0,2.2,1,95.3,7.0,7.5,1,3.23,7.2,0,0,8.0,1,4,10,70,,3,1
106053,17,1,0.7,0,96.1,6.0,8.8,0,4.0,3.8,0,1,6.9,8,3,10,95,,3,1
106054,20,0,0.0,1,47.5,6.9,8.6,0,2.86,5.2,0,4,5.3,10,9,6,67,,2,1
106055,21,1,1.4,0,66.2,6.9,10.0,1,3.45,5.8,0,1,8.3,9,9,6,87,,1,1
106056,18,2,2.6,1,75.7,6.7,5.1,0,2.67,4.4,0,5,4.8,10,5,10,62,,2,0
106057,25,0,1.2,0,42.1,8.3,7.5,1,3.81,4.0,0,4,8.5,3,1,10,91,,1,0
106058,23,0,2.1,1,71.4,7.2,9.2,0,2.73,6.6,0,4,5.1,10,2,10,71,,2,0
106059,16,0,4.3,0,95.9,8.2,6.2,1,3.3,3.9,0,1,8.7,8,7,8,69,,2,1
106060,16,2,4.4,0,47.6,8.1,9.4,1,4.0,4.1,0,5,12.1,9,7,8,98,,1,1
106061,23,0,5.3,0,78.4,5.9,7.2,1,3.08,3.3,0,5,10.0,1,4,10,80,,1,0
106062,20,2,2.93,1,67.1,4.9,8.5,1,3.36,7.0,0,0,8.3,6,10,5,77,,2,0
106063,23,1,2.5,1,69.3,7.3,2.7,0,4.0,9.9,0,2,11.3,5,9,6,100,,2,1
106064,23,2,2.47,0,66.2,9.0,9.0,1,4.0,4.5,0,4,11.3,2,5,10,100,,0,1
106065,21,2,4.8,0,77.4,8.2,5.2,1,3.51,8.9,1,5,7.9,6,2,10,85,,3,0
106066,27,0,4.2,1,45.9,6.6,10.0,0,3.63,7.6,0,4,9.5,2,4,10,90,,3,0
106067,19,1,2.5,1,47.6,6.5,6.9,1,3.19,2.9,0,3,6.7,8,2,10,80,,2,0
106068,22,2,3.7,0,64.9,7.3,2.6,1,4.0,3.6,0,4,8.4,2,3,10,100,,2,1
106069,28,0,7.2,0,40.6,8.5,8.5,0,3.14,7.2,0,0,10.0,10,4,10,73,,1,0
106070,28,0,7.12,1,49.8,6.5,3.2,0,3.75,8.7,1,4,13.4,4,1,10,89,,3,0
106071,16,1,0.0,0,67.3,7.3,5.4,0,2.79,1.4,0,4,1.6,9,3,10,74,,1,1
106072,27,0,2.7,1,51.8,8.6,3.3,0,3.22,4.0,0,3,6.7,1,5,10,72,,1,1
106073,28,1,4.9,0,59.8,7.9,7.6,1,3.18,3.0,0,5,11.8,1,7,8,89,,2,1
106074,27,0,7.0,0,46.6,7.3,5.3,0,3.93,5.6,0,3,12.3,5,10,5,94,,1,1
106075,19,0,4.12,1,91.3,5.7,7.8,1,4.0,7.0,0,3,13.8,10,5,10,100,,3,0
106076,17,2,3.3,1,51.2,8.1,7.7,0,3.16,6.8,0,0,8.1,10,9,6,75,,2,0
106077,27,2,4.0,1,94.9,11.2,9.2,0,4.0,5.6,0,1,5.2,8,10,5,100,,1,1
106078,28,1,4.3,1,83.1,10.0,9.8,1,4.0,5.7,0,1,12.9,1,10,5,100,,3,0
106079,17,2,2.6,1,71.5,4.2,4.2,1,3.08,4.4,0,5,8.3,4,5,10,76,,2,1
106080,19,1,3.9,1,68.5,7.1,10.0,1,4.0,3.9,0,5,10.5,5,7,8,100,,2,1
106081,28,1,7.1,1,47.6,6.4,6.0,1,4.0,3.9,0,5,12.8,3,6,9,100,,1,1
106082,19,0,6.8,0,85.3,7.6,3.7,1,4.0,5.3,0,4,11.5,8,10,5,100,,3,1
106083,17,2,3.9,0,68.5,6.7,5.6,0,4.0,5.9,0,0,8.2,10,9,6,99,,1,1
106084,18,2,3.3,1,84.0,7.3,6.4,0,3.32,1.0,0,5,8.3,4,1,10,88,,0,0
106085,16,1,5.1,0,79.0,5.1,7.9,1,3.0,1.0,0,0,10.1,6,7,8,75,,2,1
106086,28,2,5.1,0,65.0,7.3,5.6,1,3.6,1.7,0,4,9.3,8,4,10,95,,3,1
106087,20,0,2.3,0,81.8,6.5,7.8,1,3.88,7.3,0,1,5.5,4,5,10,92,,1,0
106088,28,0,2.4,0,65.1,8.6,7.5,0,4.0,1.0,0,0,5.3,3,8,7,100,,1,0
106089,21,0,3.4,1,85.5,5.2,5.7,1,3.47,8.5,1,4,8.3,3,2,10,84,,2,1
106090,16,0,4.2,1,42.2,5.5,4.8,0,3.32,7.2,0,5,9.8,10,10,5,80,,2,0
106091,19,1,5.4,0,51.4,7.3,5.2,1,4.0,5.7,0,4,11.7,3,7,8,100,,2,0
106092,22,0,3.6,1,94.6,5.2,6.5,0,4.0,5.1,0,1,9.5,3,7,8,98,,3,0
106093,23,2,4.1,0,64.0,6.4,10.0,1,4.0,7.8,0,4,9.0,5,6,9,100,,1,1
106094,24,0,1.6,1,62.3,8.2,8.6,1,2.62,6.4,0,3,7.3,7,2,10,66,,1,0
106095,24,0,6.3,1,77.4,4.2,4.3,1,2.54,7.7,0,4,14.1,3,1,10,64,,2,0
106096,18,2,0.4,1,88.3,7.1,5.6,0,3.07,5.4,0,3,4.9,1,6,9,73,,1,0
106097,22,0,3.1,1,49.1,9.6,3.9,0,3.25,4.9,0,4,10.4,1,4,10,80,,1,1
106098,19,1,6.83,0,41.3,7.9,6.2,1,3.49,5.5,0,1,11.9,9,8,7,88,,1,0
106099,28,1,3.9,1,80.1,8.7,5.4,1,3.67,5.6,0,4,7.5,5,9,6,98,,0,1
106100,27,1,4.8,0,55.6,4.7,6.6,0,4.0,6.5,0,4,6.5,4,9,6,100,,2,1
106101,27,2,1.7,1,49.8,9.1,10.0,0,2.95,5.8,0,4,6.4,9,4,10,74,,2,1
106102,21,0,2.2,0,41.2,6.6,8.5,0,4.0,2.3,0,4,4.6,9,6,9,100,,2,0
106103,22,1,2.9,0,98.7,5.9,7.4,0,4.0,2.9,0,0,6.7,6,1,10,93,,1,0
106104,28,1,5.85,1,58.1,7.1,4.4,1,4.0,4.0,0,1,8.5,8,1,10,100,,2,0
106105,16,1,3.8,1,62.0,6.6,7.7,1,3.09,5.1,0,2,9.3,7,5,10,68,,3,1
106106,18,1,1.44,1,76.0,5.0,8.1,1,2.83,5.6,0,0,5.8,9,6,9,59,,2,0
106107,18,1,2.3,1,97.5,4.9,8.1,0,3.99,8.5,0,0,9.2,6,8,7,94,,2,0
106108,28,0,7.5,0,65.4,6.8,7.0,0,4.0,3.5,0,4,12.6,8,4,10,94,,1,0
106109,24,0,3.7,0,64.6,7.5,8.1,1,3.36,2.3,0,4,6.8,8,4,10,76,,0,0
106110,19,2,2.7,1,73.0,5.0,9.7,0,4.0,5.6,0,5,8.9,5,1,10,94,,0,1
106111,20,2,9.88,0,58.1,6.8,8.5,0,4.0,2.3,0,3,16.2,3,7,8,97,,2,0
106112,28,0,1.1,0,83.6,7.9,6.5,1,2.77,6.5,0,5,10.2,4,2,10,73,,2,0
106113,28,2,7.0,0,58.1,7.8,9.2,0,3.73,2.3,0,0,11.9,7,7,8,98,,2,1
106114,28,0,1.11,0,41.4,7.1,8.6,1,4.0,5.4,0,2,9.3,1,7,8,100,,2,0
106115,28,2,5.42,1,41.7,6.5,8.8,0,3.31,3.2,0,1,10.3,4,5,10,82,,3,1
106116,22,2,4.4,1,47.9,6.4,7.9,0,3.62,3.3,0,2,11.4,3,6,9,86,,0,1
106117,24,2,4.1,0,64.4,5.9,3.4,0,4.0,4.5,0,3,8.2,9,1,10,97,,3,0
106118,17,2,4.18,1,42.7,5.8,8.0,0,3.88,5.9,0,3,9.8,4,2,10,100,,2,0
106119,16,1,6.4,0,72.5,7.6,3.6,0,3.69,2.8,0,4,11.5,3,5,10,96,,1,1
106120,16,2,7.38,1,75.0,7.7,6.8,1,4.0,4.1,0,4,15.8,4,8,7,100,,2,0
106121,21,0,6.7,1,47.2,4.6,5.4,0,2.77,4.0,0,0,12.7,4,5,10,65,,2,0
106122,24,2,2.3,0,96.6,5.6,9.5,1,4.0,5.8,0,5,10.6,5,7,8,85,,1,0
106123,28,0,8.3,0,88.7,7.6,6.8,0,3.02,4.5,0,2,14.8,1,4,10,75,,1,1
106124,25,2,4.86,1,62.5,4.6,5.6,1,4.0,2.9,0,2,11.6,9,4,10,91,,2,1
106125,17,0,7.02,0,41.8,10.6,5.4,0,4.0,7.4,0,1,15.8,4,10,5,97,,1,1
106126,21,2,6.0,0,98.3,5.3,4.8,1,3.43,4.6,0,1,12.3,7,5,10,87,,0,1
106127,18,1,4.7,1,80.5,7.0,7.2,0,2.9,9.8,0,5,6.5,10,8,7,73,,3,0
106128,19,0,4.7,0,75.8,6.8,4.9,1,3.35,7.2,0,0,7.3,7,3,10,84,,2,0
106129,20,0,1.0,0,99.5,7.3,6.4,0,2.35,5.3,0,2,5.4,2,4,10,55,,1,1
106130,22,2,5.5,1,80.2,9.1,9.8,1,4.0,4.2,0,0,9.7,6,7,8,98,,2,0
106131,20,0,3.3,0,44.9,6.6,5.0,1,4.0,9.2,1,4,6.7,3,2,10,99,,3,0
106132,23,2,4.35,0,75.0,9.3,5.8,0,4.0,4.5,0,5,12.7,3,8,7,98,,1,0
106133,19,1,5.4,0,74.8,7.8,7.8,0,4.0,4.7,0,5,11.8,7,8,7,94,,1,1
106134,26,1,6.6,1,67.0,8.1,9.0,1,3.44,4.2,0,4,12.7,7,4,10,84,,2,0
106135,28,0,5.7,1,94.9,9.0,6.8,0,4.0,6.4,0,5,13.7,10,6,9,100,,1,1
106136,26,0,3.8,0,74.7,7.0,2.6,0,3.87,7.1,0,3,8.0,9,8,7,100,,2,1
106137,26,2,6.9,0,61.1,8.9,8.2,0,3.86,5.0,0,5,11.3,6,10,5,100,,2,0
106138,20,2,4.04,1,72.5,7.0,6.2,1,3.49,5.2,0,1,7.8,5,9,6,95,,2,0
106139,22,2,2.0,0,56.3,6.9,9.2,1,3.62,5.5,0,4,4.0,5,10,5,87,,2,1
106140,18,1,0.0,1,83.8,6.7,4.8,1,4.0,4.0,0,0,8.6,8,9,6,100,,3,1
106141,17,1,5.07,0,40.8,6.1,3.6,0,3.27,3.2,0,4,10.3,5,3,10,85,,3,0
106142,23,1,3.3,1,78.3,7.9,7.2,0,4.0,2.3,0,5,11.6,5,8,7,91,,1,1
106143,26,0,6.66,0,96.6,8.6,7.4,0,3.71,6.6,0,3,13.1,1,3,10,92,,1,0
106144,22,1,3.06,1,42.2,7.1,7.0,0,2.92,7.8,0,4,5.8,6,2,10,77,,2,1
106145,25,1,3.7,1,43.7,6.9,5.8,0,2.73,9.2,1,1,10.4,7,1,10,80,,2,1
106146,20,0,3.6,1,70.5,7.3,6.5,0,4.0,8.1,0,1,9.0,2,5,10,100,,2,0
106147,19,1,3.0,1,63.8,5.7,6.8,0,3.81,2.8,0,4,6.5,8,1,10,95,,3,1
106148,19,1,3.5,0,63.3,6.1,8.8,1,3.72,5.8,0,0,8.9,3,1,10,97,,0,1
106149,24,0,5.0,1,50.2,8.9,10.0,0,4.0,4.4,0,5,11.4,8,10,5,98,,1,1
106150,22,1,8.1,0,62.1,7.4,4.3,1,3.33,6.5,0,3,14.3,7,3,10,90,,1,0
106151,16,1,3.7,1,83.3,5.7,1.4,0,3.82,1.0,0,1,7.6,8,8,7,92,,2,1
106152,24,2,7.45,1,76.9,4.4,4.3,1,2.6,7.5,0,5,13.1,5,4,10,58,,2,1
106153,19,2,4.5,0,69.7,5.2,6.5,1,3.51,10.0,0,1,12.6,7,6,9,80,,0,1
106154,16,1,2.9,0,72.0,8.0,6.3,1,3.38,6.6,0,3,6.7,5,2,10,77,,2,1
106155,19,0,2.3,1,42.8,5.3,4.8,1,2.47,6.5,0,1,8.2,5,4,10,68,,1,1
106156,27,2,8.7,1,67.7,6.5,8.5,1,3.54,2.1,0,0,15.2,6,6,9,88,,1,0
106157,28,1,6.8,0,72.5,5.7,6.0,1,3.59,4.3,0,4,9.5,1,4,10,86,,1,1
106158,21,1,0.0,0,94.0,8.1,5.8,1,2.23,6.7,0,3,6.5,7,1,10,64,,3,0
106159,26,2,2.3,0,64.1,6.0,6.0,1,3.82,1.3,0,3,6.0,10,9,6,98,,3,1
106160,18,0,2.8,1,89.0,4.9,5.4,0,4.0,4.0,0,0,6.3,8,9,6,100,,0,0
106161,16,0,9.68,1,69.8,5.6,7.2,0,3.22,3.9,0,1,17.0,6,4,10,83,,1,1
106162,27,1,4.2,1,42.1,8.4,5.2,1,3.8,7.7,0,0,10.2,2,9,6,96,,2,1
106163,28,0,3.5,1,89.1,6.5,7.7,0,4.0,4.4,0,3,12.3,7,8,7,100,,2,1
106164,24,1,5.25,1,50.5,7.6,5.7,1,2.74,6.0,0,3,13.7,9,3,10,65,,2,1
106165,20,1,4.0,1,88.6,5.3,7.7,1,3.39,6.4,0,5,9.8,2,3,10,80,,2,1
106166,26,0,5.9,0,50.9,7.4,7.1,1,3.79,5.3,0,3,9.9,10,8,7,98,,2,1
106167,17,2,3.7,0,79.4,5.6,8.7,0,3.81,6.6,0,0,9.7,8,7,8,89,,3,1
106168,26,1,3.7,0,87.2,4.6,7.7,1,3.37,4.4,0,4,9.6,7,3,10,81,,2,1
106169,26,2,0.95,0,48.8,10.5,7.3,0,3.29,4.4,0,2,10.3,2,5,10,91,,1,1
106170,18,1,0.7,1,77.7,7.9,4.3,1,4.0,6.9,0,1,2.2,2,6,9,100,,2,1
106171,20,0,7.7,1,62.5,7.5,5.3,1,4.0,6.7,0,1,14.0,5,7,8,93,,0,0
106172,26,2,5.1,1,76.2,7.4,9.3,0,4.0,5.7,0,1,9.4,7,9,6,100,,2,0
106173,27,1,2.2,0,70.5,7.2,6.1,0,3.03,6.7,0,5,9.3,1,10,5,80,,2,1
106174,17,0,7.3,1,65.6,8.3,4.4,1,3.66,5.6,0,5,12.8,5,8,7,94,,2,1
106175,22,2,5.4,0,77.0,4.8,7.9,1,3.22,2.7,0,5,13.1,4,5,10,92,,0,1
106176,17,1,6.2,1,71.5,7.7,9.7,0,4.0,1.4,0,0,14.3,3,4,10,100,,3,0
106177,19,2,7.5,1,50.2,9.3,6.2,0,4.0,6.4,0,4,10.8,6,6,9,100,,2,1
106178,20,2,3.0,1,95.9,6.9,3.6,1,3.63,2.9,0,1,6.6,6,6,9,89,,0,0
106179,25,1,6.9,0,56.2,8.1,5.6,0,2.99,4.0,0,4,11.5,3,3,10,82,,1,0
106180,20,1,4.1,1,73.0,6.4,5.3,1,3.43,6.9,0,5,9.2,10,6,9,80,,0,0
106181,18,0,1.0,1,87.8,4.9,6.4,1,3.56,7.2,0,2,4.7,8,2,10,94,,2,1
106182,26,1,4.16,1,90.2,6.6,5.7,1,4.0,5.3,0,1,11.5,7,6,9,98,,1,0
106183,27,0,3.61,1,63.4,6.9,4.2,1,4.0,2.0,0,0,9.4,4,7,8,97,,0,1
106184,20,2,4.5,0,64.0,8.7,6.9,0,3.8,5.9,0,4,11.9,10,4,10,95,,1,0
106185,26,1,3.9,1,72.0,6.9,5.0,0,3.58,6.0,0,1,10.0,6,4,10,92,,2,1
106186,16,2,3.29,1,96.2,4.9,6.5,1,3.68,7.1,0,5,4.8,4,3,10,88,,2,0
106187,25,1,6.1,0,94.4,6.2,8.2,1,3.67,6.6,0,5,14.2,7,5,10,89,,1,0
106188,19,1,3.6,0,88.6,7.5,6.0,0,2.99,1.0,0,5,9.6,9,7,8,77,,3,1
106189,23,0,6.4,1,92.5,11.0,6.3,1,4.0,6.0,0,3,10.2,10,9,6,98,,3,1
106190,18,0,4.3,0,63.1,5.7,6.0,0,3.79,5.4,0,5,7.7,2,1,10,94,,1,1
106191,26,1,8.4,1,79.3,7.7,5.1,1,4.0,4.2,0,4,11.9,4,9,6,100,,2,1
106192,16,0,2.9,0,46.1,6.8,6.9,0,3.98,7.2,0,2,8.4,6,3,10,100,,2,1
106193,27,0,2.4,0,66.9,9.2,5.2,0,3.67,4.8,0,0,10.9,6,8,7,91,,2,0
106194,26,2,6.5,1,78.4,5.9,7.5,0,4.0,4.7,0,3,11.4,6,6,9,97,,2,1
106195,18,0,2.0,0,85.3,8.3,8.4,0,3.31,7.4,0,3,10.1,4,4,10,92,,2,0
106196,23,2,3.8,0,88.5,6.7,8.5,0,3.0,6.3,0,5,8.2,8,5,10,70,,2,1
106197,25,2,1.5,1,84.3,6.9,6.6,1,3.57,1.5,0,5,6.4,2,9,6,91,,2,1
106198,27,0,8.1,1,77.5,4.0,7.7,0,3.09,6.1,0,4,15.2,2,1,10,74,,2,1
106199,16,1,4.1,0,74.6,8.2,7.3,0,3.6,6.6,0,2,9.7,3,2,10,90,,3,0
